cell_name	near%	mitotic%	farAvg	repli score	G1S.Score	G2M.Score
GasaE751150	0.6630414321132309	0.18718653499243615	0.4382369949820707	0.5749868884282425	0.4974598830748688	0.3367475064819475
GasaE751151	0.5945310156512505	0.2144212149331995	0.4193903740421535	0.5323825354989025	0.7427146588020135	0.2190376664551133
GasaE751152	0.6931266732777683	0.16086660786243917	0.39077268414381394	0.5608491449578787	0.5207763657059303	0.21588564091975773
GasaE751153	0.4950397891955971	0.3507245757740872	0.2189224573338561	0.52430852266894	0.5891852203908867	0.24203264331850424
GasaE751154	0.3697574245312705	0.36901126807339335	0.2533283945713374	0.4290760001680531	0.4596656852272455	0.31886636335650564
GasaE751155	0.8169504523709631	0.11383138075484706	0.37639443530164995	0.5538622597715355	0.2576475574727875	0.4454328271785629
GasaE751156	0.646984374753255	0.21024684064043891	0.3133813433455739	0.43440688800898436	0.728471224138614	0.24028477853741104
GasaE751157	0.8534986866531091	0.14348911874611253	0.3544811713426905	0.5071722463989524	0.38196678811220913	0.2455754169614066
GasaE751158	0.507710375406307	0.308353878159891	0.25087534411371215	0.4102647507807443	0.7054428367790091	0.1961416195467265
GasaE751159	0.5903574831129311	0.2475268693298318	0.2991928421573835	0.5613366730159298	0.5787864036455385	0.1457318110452204
GasaE751160	0.7149776062330588	0.18654835798321262	0.29079724550527075	0.8693349239305506	0.23761956783160063	0.2831129127852962
GasaE751161	0.6387746646575231	0.26387003321577623	0.24893685947835317	0.5823884049742678	0.5778745805362966	0.2477275951749117
GasaE751162	0.6495239943967024	0.18319002975327286	0.4362337123429597	0.5770228612431485	0.36603945724680165	0.14951200042240304
GasaE751163	0.8341306805848514	0.11674323562428773	0.27346162144702635	0.6389039233307324	0.36305318527617253	0.4811631124637198
GasaE751164	0.695156174129595	0.1837289798820722	0.42670597987694725	0.7629669599567293	0.3256906132762877	0.3319521345744045
GasaE751165	0.5298829239067678	0.26444701803208515	0.3412695228725102	0.6680490587803823	0.34456486415296794	0.33610436149793876
GasaE751166	0.8614461517738032	0.09396740993388902	0.3394766668149283	0.5562273045072248	0.15596912410517125	0.4597632306913798
GasaE751167	0.8770334666467268	0.07577118353356796	0.37693418910647536	0.7726427911248106	0.33803725157899567	0.4403773828757034
GasaE751168	0.45574222670676356	0.3357004794643884	0.22213790157683458	0.47329230563724684	0.7676788394747761	0.2181182002536991
GasaE751169	0.6722947314070417	0.18894345426894127	0.3310876816288495	0.6250130288314583	0.4673526117916983	0.2588805383175831
GasaE751170	0.8564791122071642	0.1212106000779321	0.31375181909822647	0.5391281635150372	0.4330471706287413	0.23567150737763112
GasaE751171	0.8385171822787313	0.0917316901345217	0.3655315501865076	0.5966818657770171	0.18736668329050804	0.6549225982655829
GasaE751172	0.7786604075129563	0.14307244154618265	0.38525323708860426	0.7011506988776764	0.199103113828382	0.42907995632999363
GasaE751173	0.8118292867503001	0.13899297053261656	0.3331384708563382	0.489682162541316	0.1542668884253591	0.44371641740516365
GasaE751174	0.7268400592913555	0.16848390621757842	0.32434092684228	0.7255444949137518	0.40886367482878905	0.5216243179367835
GasaE751175	0.45771822524521955	0.9609367110392846	0.0	0.49364790033517425	0.4373581547180438	0.36918725118338774
GasaE751177	0.7776674161784073	0.12994172498402473	0.41551650900733683	0.9276248329524106	0.2910049904540074	0.4284981411294516
GasaE751178	0.7666148000905217	0.3530690357697962	0.19130001046889158	0.5267059391754995	0.3590201028708282	0.3306493808954551
GasaE751179	0.893667501803693	0.06603967436335256	0.3875834740304046	0.6578004929347179	0.3014371634867898	0.45881420137021434
GasaE751180	0.5600767318684674	0.22671176428883394	0.3512351474734674	0.4313549590571605	0.43907273365841265	0.19199937562112868
GasaE751181	0.5772264788728092	0.16989942121631485	0.5405032183184011	0.43113885734352697	0.34738883853433145	0.16277565644518097
GasaE751183	0.8660068799873961	0.11199599810070837	0.3565593097387789	0.5371296251913251	0.3340158375030339	0.2833039846569175
GasaE751184	0.8200763324492807	0.08831602658687815	0.44989363757708567	0.8390255600051115	0.16919456060580618	0.19924719803096552
GasaE751185	0.7353649392929917	0.15608091768775118	0.39044762581697434	0.8436456281918169	0.4206879907487756	0.4195813493542344
GasaE751186	0.742844017696299	0.13337279745635156	0.4036994788031256	0.8020301692927065	0.29580179920025856	0.35666861881059564
GasaE751187	0.8916619353453061	0.16207070061865786	0.2831816411774033	0.5645797599758295	0.4184321100993131	0.3164866611647646
GasaE751189	0.5914021663699142	0.22734179100787683	0.38884960410146463	0.7572703969676319	0.3917643800576472	0.4766582133761379
GasaE751190	0.4892735294816998	0.3309621608196079	0.22870069491650588	0.42947812752622183	0.8943061574988773	0.2155531957840343
GasaE751192	0.7747388983907134	0.12196903218064986	0.37840213907413	0.8587735872801054	0.21989565161598024	0.441435861251926
GasaE751193	0.8339871659578816	0.08832760650059063	0.40165589264587453	0.6579993382768832	0.3439841906710254	0.4894222077411001
GasaE751194	0.7045646611597454	0.17256521859300017	0.3782485105911375	0.6230966292619092	0.6100843016902597	0.22823257800313754
GasaE751195	0.5713435069515599	0.2036645501895601	0.38010725078575913	0.5789652046186067	0.5986906062195941	0.3010503061639838
GasaE751196	0.5461776348733896	0.25712315566566857	0.3127839358322235	0.6003115208501083	0.5394755149327543	0.2529824074923127
GasaE751197	0.6857533395122796	0.1762770511468999	0.43168103616441567	0.7445770000582127	0.30863370901809933	0.3773434663739572
GasaE751198	0.6965350836131753	0.17808379865046664	0.3505011128715454	0.8117466453706303	0.2552489631446183	0.38959176365453696
GasaE751199	0.5320931090587945	0.26997783977896245	0.2846642405755355	0.5558058412816232	0.7858689753508676	0.15072743695445193
GasaE751200	0.6345217878916894	0.1997928488810603	0.3232207230781484	0.7861587393154967	0.35896623689193835	0.3516922792870053
GasaE751201	0.4874268902556852	0.2766798628688367	0.3054583948527303	0.5760920694052579	0.32749342460755215	0.13598194704465813
GasaE751202	0.7617959522189429	0.13578100851100905	0.43142671115386033	0.5551262985593823	0.33942785410348253	0.34616134137720517
GasaE751203	0.7822869942386589	0.14099036052177027	0.28127853596688956	0.8221072533421977	0.43115038426568364	0.44495677626435237
GasaE751204	0.5059935690003485	0.20101395739979855	0.437607591461076	0.5959951912329978	0.465400272212703	0.07448494347178075
GasaE751205	0.8193886132275651	0.08675118480431665	0.42708734177323926	0.9468001929656431	0.28118160243187107	0.24460089605926616
GasaE751206	0.6254104680349187	0.18828268168315143	0.4673599471484584	0.8739331011307812	0.2749290920225969	0.39338196276009585
GasaE751207	0.6489673275132296	0.19564553308729532	0.4445009947163828	0.8062653908455633	0.3148809028674542	0.29808159708873977
GasaE751208	0.8274477492508941	0.1283552675173345	0.377887056320829	0.6599842896396368	0.29155839438979375	0.3674995107773255
GasaE751209	0.53043807313763	0.23444919699242778	0.3757488014469248	0.6148026506334812	0.5044595921002788	0.24864861890977308
GasaE751210	0.7717900089833973	0.13303288623743925	0.4343095396635306	0.6446577934806498	0.22618100170768	0.35805619444695663
GasaE751212	0.6994259676631964	0.1496700108886252	0.42516041847149655	0.5384432159446016	0.4807130503415946	0.27396372402786895
GasaE751213	0.618768057351156	0.19497119061665774	0.48820171592880424	0.7272455937409064	0.24290335332577323	0.3113658058330776
GasaE751214	0.4992189647035796	0.3172391619734173	0.24855900914805537	0.5696940211803742	0.522788049240078	0.1664038457897889
GasaE751215	0.7473108214251183	0.1718294865577485	0.38404471905362325	0.6169061242081416	0.5437721836827746	0.3033382617210861
GasaE751216	0.7261173086003102	0.12967953874038768	0.42695249166520954	0.5447488421266162	0.4183067357714729	0.19849635147573463
GasaE751217	0.9270783447810973	0.0548329301621627	0.32787095854763093	0.8462100228488837	0.051071337384503146	0.2805525677747512
GasaE751218	0.8123338907295895	0.10156825909938738	0.37939862192299234	0.7473217109524781	0.47917776242322585	0.28443999206045006
GasaE751219	0.8525475717384204	0.06880521178688093	0.4941246534308654	0.6832167480616368	0.20630085544025326	0.46684285576611567
GasaE751220	0.45632307755321666	0.2998318836625815	0.27962865518077207	0.5274046507105488	0.3001520716276109	0.10799303038039157
GasaE751221	0.7387635004002111	0.12894089257004293	0.44805145555549464	0.5966107751990005	0.34654230015606535	0.4658384034913494
GasaE751222	0.6673012860340003	0.21289293103343104	0.35943221057106645	0.678841838847194	0.6024804492829487	0.17852348035438642
GasaE751223	0.5517437519570805	0.3499054483907337	0.2103780363332128	0.7206653162435118	0.49689212071908695	0.2780847535415229
GasaE751224	0.800666378462862	0.1399698745305552	0.3562653101508718	0.6291722965120728	0.4148660155362717	0.30417187408051344
GasaE751225	0.7528288970467881	0.11226026255224042	0.4165497599611072	0.80156704665309	0.35206720585739654	0.29584727533775684
GasaE751226	0.7794721412118746	0.12610886178195257	0.4120654603172802	0.6270282991978574	0.36961358045516973	0.46317921752771163
GasaE751227	0.6078895881905356	0.2674061979910334	0.2527217307164822	0.6196000494571379	0.6817673443869927	0.23597558166081728
GasaE751228	0.8469135555514372	0.1632471520488623	0.3396657477097669	0.6112766816882269	0.5516510848128862	0.18467612976611086
GasaE751229	0.5626290674172559	0.20741835093284006	0.4346264865571633	0.655146159037733	0.5599448868399151	0.19725959390864684
GasaE751231	0.536210717784689	0.25501786140737126	0.42156928628866663	0.8115253422442114	0.37110792933524844	0.24278707712862185
GasaE751232	0.8951673634787636	0.09383788998061676	0.3286947216338715	0.6046384605890167	0.291153570017171	0.3686603292556088
GasaE751233	0.7548193719676137	0.16235897707895292	0.3307312314243911	0.7890849368687827	0.5210648557930374	0.4208958015578932
GasaE751234	0.8222318160051182	0.10019308455401521	0.3430445110860292	0.8310598934587884	0.27178930147589503	0.4810833990069501
GasaE751235	0.8287889494514272	0.10652487316586923	0.3851340437761904	0.9354210141924233	0.39960219127608476	0.348206543026668
GasaE751236	0.610434192479669	0.23596411302308795	0.3708533460350043	0.5671916083922435	0.7495164766620378	0.24941808732295198
GasaE751237	0.6638971790868853	0.1718987454481239	0.3330529792312782	0.6876786618488492	0.6486846560187286	0.20006192809732196
GasaE751238	0.7947492128165243	0.15894972230649412	0.4922177895102562	0.6457907375998039	0.10591001334028455	0.501068973508479
GasaE751239	0.7324006791000341	0.1589882887365825	0.3621515335054115	0.931075284000869	0.2580122369828001	0.4137669094453086
